player,name,team,position,natural_position,club,league,age,pace,shooting,passing,dribbling,defending,physical,overall,vision,gk,caps,form,available
Leonardo Julián Balerdi Rossa,Leonardo Julián Balerdi Rossa,Argentina,CB,CB,Olympique de Marseille,Ligue 1,26,77.0,46.0,65.0,69.0,82.0,79.0,81,71.4,10.75,52,81.0,1
Lisandro Martínez,Lisandro Martínez,Argentina,CB,CB,Manchester United,Premier League,27,67.0,59.0,75.0,75.0,81.0,80.0,81,77.4,10.5,52,81.0,1
Mauro Emanuel Icardi Rivero,Mauro Emanuel Icardi Rivero,Argentina,ST,ST,Galatasaray SK,Süper Lig,32,67.0,82.0,71.0,76.0,40.0,73.0,81,75.0,9.5,52,81.0,1
Giuliano Simeone Baldini,Giuliano Simeone Baldini,Argentina,RM,RM,Atlético Madrid,La Liga,22,91.0,73.0,72.0,81.0,45.0,81.0,81,75.6,12.0,8,81.0,1
Valentín Mariano José Castellanos Giménez,Valentín Mariano José Castellanos Giménez,Argentina,ST,ST,Lazio,Serie A,26,75.0,80.0,71.0,81.0,45.0,75.0,80,74.6,10.25,52,80.0,1
Nahuel Molina Lucero,Nahuel Molina Lucero,Argentina,RB,RB,Atlético Madrid,La Liga,27,82.0,67.0,73.0,76.0,75.0,71.0,79,75.4,10.0,52,79.0,1
Juan Marcos Foyth,Juan Marcos Foyth,Argentina,CB,CB,Villarreal CF,La Liga,27,68.0,47.0,71.0,71.0,80.0,76.0,79,74.2,11.5,8,79.0,1
Walter Daniel Benítez,Walter Daniel Benítez,Argentina,GK,GK,Crystal Palace,Premier League,32,45.0,45.0,45.0,45.0,45.0,45.0,79,79.0,78.75,30,79.0,1
Facundo Axel Medina,Facundo Axel Medina,Argentina,CB,CB,Olympique de Marseille,Ligue 1,26,74.0,44.0,70.0,72.0,79.0,81.0,79,73.6,11.0,30,79.0,1
Thiago Ezequiel Almada,Thiago Ezequiel Almada,Argentina,CAM,CAM,Atlético Madrid,La Liga,24,79.0,74.0,79.0,83.0,51.0,58.0,79,79.0,9.5,52,79.0,1
Marcos Nicolás Senesi Barón,Marcos Nicolás Senesi Barón,Argentina,CB,CB,AFC Bournemouth,Premier League,28,56.0,42.0,70.0,72.0,79.0,75.0,78,73.2,9.5,30,78.0,1
Marcos Javier Acuña,Marcos Javier Acuña,Argentina,LB,LB,River Plate,Liga Profesional de Fútbol,33,76.0,69.0,77.0,81.0,71.0,80.0,78,77.4,12.25,52,78.0,1
Riyad Mahrez,Riyad Mahrez,Algeria,RM,RM,Al Ahli SFC,Pro League,34,78.0,80.0,81.0,88.0,39.0,63.0,84,82.2,10.25,52,84.0,1
Rayan Aït Nouri,Rayan Aït Nouri,Algeria,LB,LB,Manchester City,Premier League,24,84.0,53.0,76.0,84.0,77.0,70.0,81,78.0,13.0,8,81.0,1
Mohamed El Amine Amoura,Mohamed El Amine Amoura,Algeria,ST,ST,VfL Wolfsburg,Bundesliga,25,90.0,81.0,71.0,86.0,47.0,61.0,80,74.6,8.5,8,80.0,1
Ismaël Bennacer,Ismaël Bennacer,Algeria,CDM,CDM,Dinamo Zagreb,Hrvatska nogometna liga,27,76.0,72.0,80.0,83.0,76.0,74.0,80,80.0,13.0,52,80.0,1
Ramy Bensebaini,Ramy Bensebaini,Algeria,LB,LB,Borussia Dortmund,Bundesliga,30,73.0,70.0,70.0,77.0,78.0,79.0,79,73.6,10.0,30,79.0,1
Amine Ferid Gouiri,Amine Ferid Gouiri,Algeria,ST,ST,Olympique de Marseille,Ligue 1,25,77.0,82.0,76.0,80.0,45.0,71.0,79,77.2,8.5,30,79.0,1
Adem Zorgane,Adem Zorgane,Algeria,CDM,CDM,Union Saint-Gilloise,Pro League,25,54.0,70.0,77.0,75.0,71.0,83.0,78,77.4,11.5,8,78.0,1
Mohamed Saïd Benrahma,Mohamed Saïd Benrahma,Algeria,LW,LW,NEOM SC,Pro League,29,75.0,75.0,74.0,80.0,42.0,61.0,77,75.2,11.25,30,77.0,1
Nabil Bentaleb,Nabil Bentaleb,Algeria,CDM,CDM,Lille OSC,Ligue 1,30,50.0,72.0,77.0,79.0,71.0,73.0,77,77.0,10.75,30,77.0,1
Houssem Aouar,Houssem Aouar,Algeria,CAM,CAM,Al Ittihad,Pro League,27,66.0,72.0,75.0,82.0,65.0,65.0,77,75.8,9.25,30,77.0,1
Hicham Boudaoui,Hicham Boudaoui,Algeria,CM,CM,OGC Nice,Ligue 1,25,73.0,67.0,74.0,77.0,74.0,76.0,77,75.2,8.5,8,77.0,1
Ilan Kais Kebbal,Ilan Kais Kebbal,Algeria,RM,RM,Paris FC,Ligue 1,26,76.0,70.0,72.0,80.0,24.0,52.0,76,73.6,10.5,8,76.0,1
Anis Hadj Moussa,Anis Hadj Moussa,Algeria,RW,RW,Feyenoord,Eredivisie,23,80.0,69.0,67.0,84.0,30.0,52.0,76,70.6,7.5,8,76.0,1
Himad Abdelli,Himad Abdelli,Algeria,CAM,CAM,Angers SCO,Ligue 1,25,61.0,69.0,76.0,79.0,60.0,74.0,76,76.0,10.5,8,76.0,1
Amir Sayoud,Amir Sayoud,Algeria,RM,RM,Al Hazem FC,Pro League,34,77.0,72.0,71.0,81.0,32.0,65.0,75,72.6,10.25,8,75.0,1
Badredine Bouanani,Badredine Bouanani,Algeria,RW,RW,VfB Stuttgart,Bundesliga,20,70.0,68.0,75.0,78.0,33.0,58.0,75,75.0,11.5,8,75.0,1
Aïssa Mandi,Aïssa Mandi,Algeria,CB,CB,Lille OSC,Ligue 1,33,57.0,46.0,71.0,67.0,75.0,73.0,75,72.6,13.75,8,75.0,1
Haris Belkebla,Haris Belkebla,Algeria,CDM,CDM,Angers SCO,Ligue 1,31,46.0,49.0,71.0,70.0,68.0,74.0,74,72.2,12.75,8,74.0,1
Rachid Ghezzal,Rachid Ghezzal,Algeria,RM,RM,Olympique Lyonnais,Ligue 1,33,68.0,71.0,75.0,77.0,32.0,58.0,74,74.6,10.0,30,74.0,1
Rafik Guitane,Rafik Guitane,Algeria,RW,RW,GD Estoril Praia,Primeira Liga,26,80.0,65.0,68.0,78.0,31.0,53.0,73,70.0,11.0,8,73.0,1
Abdelkader Bedrane,Abdelkader Bedrane,Algeria,CB,CB,Damac FC,Pro League,33,60.0,30.0,56.0,53.0,72.0,77.0,72,62.400000000000006,12.25,8,72.0,1
Mehdi Emile Dorval,Mehdi Emile Dorval,Algeria,LB,LB,SSC Bari,Serie B,24,80.0,52.0,59.0,69.0,65.0,67.0,71,63.8,11.5,8,71.0,1
Ahmed Touba,Ahmed Touba,Algeria,CB,CB,Panathinaikos FC,Super League,27,70.0,53.0,62.0,62.0,68.0,82.0,70,65.19999999999999,8.75,8,70.0,1
Jaouen Hadjam,Jaouen Hadjam,Algeria,LB,LB,BSC Young Boys,Super League,22,79.0,54.0,59.0,69.0,65.0,72.0,69,63.0,9.5,8,69.0,1
Sohaib Naïr,Sohaib Naïr,Algeria,CB,CB,En Avant Guingamp,Ligue 2,23,65.0,28.0,49.0,54.0,68.0,71.0,68,56.6,8.0,8,68.0,1
Yasser Larouci,Yasser Larouci,Algeria,LB,LB,ESTAC Troyes,Ligue 2,24,70.0,48.0,60.0,69.0,65.0,64.0,68,63.2,8.5,8,68.0,1
David Olatukunbo Alaba,David Olatukunbo Alaba,Austria,CB,CB,Real Madrid,La Liga,33,68.0,71.0,82.0,79.0,82.0,75.0,82,82.0,9.0,52,82.0,1
Konrad Laimer,Konrad Laimer,Austria,RB,RB,FC Bayern München,Bundesliga,28,82.0,69.0,76.0,75.0,81.0,76.0,82,78.4,11.5,52,82.0,1
Marcel Sabitzer,Marcel Sabitzer,Austria,CDM,CDM,Borussia Dortmund,Bundesliga,31,74.0,80.0,80.0,80.0,76.0,76.0,80,80.0,13.0,52,80.0,1
Xaver Schlager,Xaver Schlager,Austria,CDM,CDM,RB Leipzig,Bundesliga,27,69.0,70.0,74.0,78.0,75.0,78.0,80,76.4,8.25,52,80.0,1
Stefan Posch,Stefan Posch,Austria,RB,RB,Como,Serie A,28,75.0,55.0,68.0,66.0,80.0,74.0,79,72.4,7.0,30,79.0,1
Kevin Danso,Kevin Danso,Austria,CB,CB,Tottenham Hotspur,Premier League,26,73.0,32.0,57.0,62.0,78.0,83.0,79,65.8,12.75,30,79.0,1
Philipp Lienhart,Philipp Lienhart,Austria,CB,CB,SC Freiburg,Bundesliga,28,67.0,28.0,59.0,64.0,81.0,78.0,79,67.0,12.0,30,79.0,1
Romano Christian Schmid,Romano Christian Schmid,Austria,CAM,CAM,SV Werder Bremen,Bundesliga,25,77.0,67.0,78.0,83.0,56.0,58.0,78,78.0,7.75,8,78.0,1
Christoph Baumgartner,Christoph Baumgartner,Austria,CAM,CAM,RB Leipzig,Bundesliga,25,74.0,72.0,72.0,79.0,47.0,63.0,77,74.0,11.5,30,77.0,1
Marco Friedl,Marco Friedl,Austria,CB,CB,SV Werder Bremen,Bundesliga,27,75.0,44.0,64.0,69.0,79.0,77.0,77,69.2,9.75,8,77.0,1
Nicolas Seiwald,Nicolas Seiwald,Austria,CDM,CDM,RB Leipzig,Bundesliga,24,72.0,62.0,74.0,74.0,74.0,76.0,77,75.2,8.5,8,77.0,1
Patrick Wimmer,Patrick Wimmer,Austria,CAM,CAM,VfL Wolfsburg,Bundesliga,24,84.0,69.0,72.0,81.0,49.0,73.0,77,74.0,13.0,30,77.0,1
Kevin Stöger,Kevin Stöger,Austria,CAM,CAM,Borussia Mönchengladbach,Bundesliga,31,55.0,71.0,81.0,77.0,64.0,61.0,76,79.0,12.25,30,76.0,1
Phillipp Mwene,Phillipp Mwene,Austria,LB,LB,1. FSV Mainz 05,Bundesliga,31,78.0,55.0,69.0,75.0,70.0,70.0,76,71.8,9.25,8,76.0,1
Valentino Lando Lazaro,Valentino Lando Lazaro,Austria,RM,RM,Torino,Serie A,29,71.0,67.0,76.0,76.0,71.0,65.0,76,76.0,9.25,8,76.0,1
David Leopold Affengruber,David Leopold Affengruber,Austria,CB,CB,Elche CF,La Liga,24,73.0,41.0,56.0,69.0,75.0,83.0,75,63.6,11.5,8,75.0,1
Michael Gregoritsch,Michael Gregoritsch,Austria,ST,ST,Brøndby IF,Superliga,31,37.0,77.0,68.0,68.0,42.0,76.0,75,70.8,9.5,30,75.0,1
Leopold Querfeld,Leopold Querfeld,Austria,CB,CB,1. FC Union Berlin,Bundesliga,21,46.0,44.0,58.0,53.0,76.0,78.0,75,64.8,10.0,8,75.0,1
Saša Kalajdžić,Saša Kalajdžić,Austria,ST,ST,LASK Linz,Bundesliga,27,50.0,72.0,67.0,68.0,45.0,64.0,74,69.8,10.5,8,74.0,1
Alexander Schlager,Alexander Schlager,Austria,GK,GK,FC Red Bull Salzburg,Bundesliga,29,45.0,45.0,45.0,45.0,45.0,45.0,73,73.0,73.0,8,73.0,1
Patrick Pentz,Patrick Pentz,Austria,GK,GK,Brøndby IF,Superliga,28,45.0,45.0,45.0,45.0,45.0,45.0,72,72.0,71.25,8,72.0,1
Tobias Okiki Lawal,Tobias Okiki Lawal,Austria,GK,GK,KRC Genk,Pro League,25,45.0,45.0,45.0,45.0,45.0,45.0,72,72.0,72.25,8,72.0,1
Maximilian Entrup,Maximilian Entrup,Austria,ST,ST,LASK Linz,Bundesliga,27,73.0,73.0,56.0,67.0,28.0,73.0,72,62.400000000000006,10.5,8,72.0,1
Karim Onisiwo,Karim Onisiwo,Austria,ST,ST,FC Red Bull Salzburg,Bundesliga,33,72.0,70.0,63.0,71.0,50.0,83.0,72,66.6,12.0,8,72.0,1
Chukwubuike Junior Adamu,Chukwubuike Junior Adamu,Austria,ST,ST,SC Freiburg,Bundesliga,24,77.0,70.0,54.0,70.0,25.0,68.0,71,60.8,9.0,8,71.0,1
Raul Florucz,Raul Florucz,Austria,RW,RW,Union Saint-Gilloise,Pro League,24,72.0,70.0,67.0,73.0,31.0,63.0,70,68.19999999999999,10.25,8,70.0,1
Yazan Al Arab,Yazan Al Arab,Jordan,CB,CB,FC Seoul,K League 1,29,79.0,29.0,46.0,52.0,73.0,83.0,75,57.599999999999994,10.5,8,75.0,1
Mousa Mohammad Mousa Sulaiman Al Tamari,Mousa Mohammad Mousa Sulaiman Al Tamari,Jordan,RM,RM,Stade Rennais FC,Ligue 1,28,89.0,69.0,67.0,80.0,38.0,63.0,75,70.19999999999999,7.75,8,75.0,1
Ibrahim Sabra,Ibrahim Sabra,Jordan,ST,ST,Göztepe SK,Süper Lig,19,91.0,60.0,41.0,56.0,22.0,56.0,61,49.0,14.0,8,61.0,1
Vítor Machado Ferreira,Vítor Machado Ferreira,Portugal,CM,CM,Paris Saint-Germain,Ligue 1,25,72.0,80.0,86.0,90.0,75.0,70.0,89,87.2,8.75,74,89.0,1
Bruno Miguel Borges Fernandes,Bruno Miguel Borges Fernandes,Portugal,CAM,CAM,Manchester United,Premier League,30,67.0,83.0,89.0,83.0,65.0,75.0,87,88.2,12.0,74,87.0,1
Rúben dos Santos Gato Alves Dias,Rúben dos Santos Gato Alves Dias,Portugal,CB,CB,Manchester City,Premier League,28,59.0,39.0,69.0,69.0,86.0,84.0,86,75.8,8.5,74,86.0,1
Nuno Alexandre Tavares Mendes,Nuno Alexandre Tavares Mendes,Portugal,LB,LB,Paris Saint-Germain,Ligue 1,23,95.0,65.0,76.0,82.0,80.0,77.0,86,80.0,10.5,52,86.0,1
Cristiano Ronaldo dos Santos Aveiro,Cristiano Ronaldo dos Santos Aveiro,Portugal,ST,ST,Al Nassr,Pro League,40,76.0,88.0,76.0,80.0,34.0,76.0,85,79.6,10.75,52,85.0,1
João Pedro Gonçalves Neves,João Pedro Gonçalves Neves,Portugal,CM,CM,Paris Saint-Germain,Ligue 1,20,74.0,71.0,80.0,84.0,82.0,83.0,85,82.0,10.25,52,85.0,1
João Pedro Cavaco Cancelo,João Pedro Cavaco Cancelo,Portugal,RB,RB,Al Hilal,Pro League,31,83.0,73.0,84.0,84.0,78.0,74.0,84,84.0,10.75,52,84.0,1
Diogo Meireles da Costa,Diogo Meireles da Costa,Portugal,GK,GK,FC Porto,Primeira Liga,25,45.0,45.0,45.0,45.0,45.0,45.0,84,84.0,82.5,52,84.0,1
Bernardo Mota Veiga de Carvalho e Silva,Bernardo Mota Veiga de Carvalho e Silva,Portugal,CM,CM,Manchester City,Premier League,30,61.0,78.0,83.0,89.0,71.0,65.0,84,83.4,10.0,52,84.0,1
Rúben Diogo da Silva Neves,Rúben Diogo da Silva Neves,Portugal,CDM,CDM,Al Hilal,Pro League,28,57.0,75.0,87.0,77.0,77.0,76.0,84,85.8,11.5,52,84.0,1
Rafael Alexandre da Conceição Leão,Rafael Alexandre da Conceição Leão,Portugal,LW,LW,AC Milan,Serie A,26,93.0,78.0,80.0,86.0,28.0,75.0,84,81.6,10.5,52,84.0,1
João Maria Lobo Alves Palhinha Gonçalves,João Maria Lobo Alves Palhinha Gonçalves,Portugal,CDM,CDM,Tottenham Hotspur,Premier League,29,56.0,68.0,70.0,72.0,84.0,85.0,83,75.2,9.5,52,83.0,1
Pedro António Pereira Gonçalves,Pedro António Pereira Gonçalves,Portugal,CAM,CAM,Sporting CP,Primeira Liga,27,77.0,82.0,83.0,84.0,63.0,68.0,83,83.0,10.25,52,83.0,1
Otávio Edmilson da Silva Monteiro,Otávio Edmilson da Silva Monteiro,Portugal,CAM,CAM,Al Qadsiah FC,Pro League,30,78.0,71.0,82.0,85.0,70.0,75.0,82,82.0,12.0,52,82.0,1
Danilo Luís Hélio Pereira,Danilo Luís Hélio Pereira,Portugal,CB,CB,Al Ittihad,Pro League,33,47.0,64.0,68.0,71.0,82.0,84.0,81,73.19999999999999,11.25,52,81.0,1
Rui Tiago Dantas da Silva,Rui Tiago Dantas da Silva,Portugal,GK,GK,Sporting CP,Primeira Liga,31,45.0,45.0,45.0,45.0,45.0,45.0,81,81.0,81.25,52,81.0,1
Gonçalo Bernardo Inácio,Gonçalo Bernardo Inácio,Portugal,CB,CB,Sporting CP,Primeira Liga,23,77.0,37.0,71.0,73.0,82.0,81.0,81,75.0,7.25,52,81.0,1
Raphaël Adelino José Guerreiro,Raphaël Adelino José Guerreiro,Portugal,LB,LB,FC Bayern München,Bundesliga,31,69.0,78.0,85.0,88.0,74.0,54.0,80,83.0,9.25,52,80.0,1
Gonçalo Matias Ramos,Gonçalo Matias Ramos,Portugal,ST,ST,Paris Saint-Germain,Ligue 1,24,73.0,79.0,64.0,77.0,48.0,79.0,80,70.4,11.5,8,80.0,1
José Diogo Dalot Teixeira,José Diogo Dalot Teixeira,Portugal,RB,RB,Manchester United,Premier League,26,85.0,63.0,74.0,77.0,76.0,78.0,79,76.0,7.5,52,79.0,1
Fábio Daniel Soares Silva,Fábio Daniel Soares Silva,Portugal,ST,ST,Borussia Dortmund,Bundesliga,22,81.0,77.0,64.0,79.0,32.0,79.0,79,70.0,9.75,8,79.0,1
Matheus Luiz Nunes,Matheus Luiz Nunes,Portugal,RB,RB,Manchester City,Premier League,26,85.0,70.0,76.0,79.0,73.0,76.0,79,77.2,12.0,8,79.0,1
Armindo Tué Na Bangna,Armindo Tué Na Bangna,Portugal,LW,LW,SL Benfica,Primeira Liga,30,88.0,77.0,71.0,81.0,32.0,61.0,78,73.80000000000001,11.0,8,78.0,1
Diogo Filipe Monteiro Pinto Leite,Diogo Filipe Monteiro Pinto Leite,Portugal,CB,CB,1. FC Union Berlin,Bundesliga,26,64.0,38.0,52.0,63.0,80.0,78.0,78,62.400000000000006,7.5,8,78.0,1
José Pedro Malheiro de Sá,José Pedro Malheiro de Sá,Portugal,GK,GK,Wolverhampton Wanderers,Premier League,32,45.0,45.0,45.0,45.0,45.0,45.0,77,77.0,76.25,30,77.0,1
Daniel Castelo Podence,Daniel Castelo Podence,Portugal,RW,RW,Olympiacos FC,Super League,29,82.0,66.0,71.0,83.0,33.0,51.0,77,73.4,12.5,8,77.0,1
Yoane Wissa,Yoane Wissa,DR Congo,ST,ST,Newcastle United,Premier League,28,85.0,82.0,70.0,80.0,31.0,71.0,82,74.80000000000001,11.0,52,82.0,1
Simon Bokoté Banza,Simon Bokoté Banza,DR Congo,ST,ST,Sporting Clube de Braga,Primeira Liga,28,79.0,81.0,62.0,77.0,36.0,79.0,81,69.6,6.5,52,81.0,1
Aaron Wan-Bissaka,Aaron Wan-Bissaka,DR Congo,RB,RB,West Ham United,Premier League,27,80.0,51.0,69.0,77.0,78.0,73.0,80,73.4,8.25,52,80.0,1
Cédric Bakambu,Cédric Bakambu,DR Congo,ST,ST,Real Betis Balompié,La Liga,34,78.0,78.0,68.0,72.0,40.0,68.0,77,71.6,9.75,30,77.0,1
Fuka-Arthur Masuaku Kawela,Fuka-Arthur Masuaku Kawela,DR Congo,LB,LB,Sunderland,Premier League,31,79.0,62.0,74.0,78.0,68.0,79.0,75,74.4,7.25,8,75.0,1
Chancel Mbemba Mangulu,Chancel Mbemba Mangulu,DR Congo,CB,CB,Lille OSC,Ligue 1,30,67.0,56.0,65.0,67.0,75.0,73.0,75,69.0,9.25,30,75.0,1
Ngal'ayel Mukau,Ngal'ayel Mukau,DR Congo,CDM,CDM,Lille OSC,Ligue 1,20,69.0,57.0,65.0,71.0,70.0,75.0,74,68.6,10.5,8,74.0,1
Joris Kayembe Ditu,Joris Kayembe Ditu,DR Congo,LB,LB,KRC Genk,Pro League,30,79.0,60.0,71.0,74.0,66.0,74.0,74,72.2,11.75,8,74.0,1
Silas Katompa-Mvumpa,Silas Katompa-Mvumpa,DR Congo,RM,RM,VfB Stuttgart,Bundesliga,26,90.0,69.0,61.0,79.0,52.0,71.0,74,66.2,10.25,8,74.0,1
Samuel Emmanuel Essende Mbongu,Samuel Emmanuel Essende Mbongu,DR Congo,ST,ST,FC Augsburg,Bundesliga,27,73.0,72.0,50.0,67.0,26.0,81.0,74,59.6,8.75,8,74.0,1
Noah Junior Sadiki,Noah Junior Sadiki,DR Congo,CM,CM,Sunderland,Premier League,20,77.0,65.0,68.0,76.0,68.0,76.0,74,70.4,12.0,8,74.0,1
Axel Tuanzebe,Axel Tuanzebe,DR Congo,RB,RB,Burnley,Premier League,27,76.0,36.0,64.0,68.0,73.0,75.0,73,67.6,9.5,8,73.0,1
Afimico Pululu,Afimico Pululu,DR Congo,ST,ST,Jagiellonia Białystok,Ekstraklasa,26,85.0,70.0,58.0,73.0,27.0,75.0,72,63.599999999999994,10.0,8,72.0,1
Charles Monginda Pickel,Charles Monginda Pickel,DR Congo,CM,CM,RCD Espanyol,La Liga,28,63.0,63.0,68.0,69.0,67.0,80.0,71,69.2,9.5,8,71.0,1
Buduka Dylan Batubinsika,Buduka Dylan Batubinsika,DR Congo,CB,CB,AS Saint-Étienne,Ligue 2,29,69.0,28.0,52.0,55.0,69.0,79.0,71,59.6,13.0,8,71.0,1
Edo Kayembe Kayembe,Edo Kayembe Kayembe,DR Congo,CM,CM,Watford,Championship,27,72.0,66.0,69.0,70.0,67.0,78.0,71,69.8,8.5,8,71.0,1
Beni Tangama Baningime,Beni Tangama Baningime,DR Congo,CDM,CDM,Hearts,Premiership,26,46.0,52.0,63.0,70.0,69.0,73.0,71,66.2,12.25,8,71.0,1
Steve Kapuadi,Steve Kapuadi,DR Congo,CB,CB,Legia Warszawa,Ekstraklasa,27,65.0,33.0,45.0,50.0,70.0,83.0,71,55.400000000000006,11.5,8,71.0,1
Nathanaël Mbuku,Nathanaël Mbuku,DR Congo,RM,RM,Montpellier HSC,Ligue 2,23,73.0,63.0,68.0,74.0,35.0,53.0,70,68.8,9.5,8,70.0,1
Jackson Muleka Kyanvubu,Jackson Muleka Kyanvubu,DR Congo,ST,ST,Konyaspor,Süper Lig,25,81.0,69.0,59.0,71.0,36.0,75.0,70,63.4,11.75,8,70.0,1
Marcel Jany Emile Tisserand,Marcel Jany Emile Tisserand,DR Congo,CB,CB,Sydney FC,A-League Men,32,72.0,58.0,66.0,66.0,68.0,80.0,70,67.6,13.75,8,70.0,1
Grady George Diangana,Grady George Diangana,DR Congo,CAM,CAM,Elche CF,La Liga,27,82.0,63.0,66.0,72.0,27.0,58.0,70,67.6,8.5,8,70.0,1
Meschack Elia Lina,Meschack Elia Lina,DR Congo,ST,ST,Alanyaspor,Süper Lig,27,82.0,68.0,67.0,75.0,26.0,70.0,70,68.19999999999999,10.0,8,70.0,1
Oscar Taty Maritu,Oscar Taty Maritu,DR Congo,ST,ST,Yunnan Yukun,Super League,25,88.0,70.0,55.0,69.0,26.0,66.0,70,61.0,9.5,8,70.0,1
Jeremy Ngakia,Jeremy Ngakia,DR Congo,RB,RB,Watford,Championship,24,71.0,38.0,57.0,67.0,68.0,63.0,69,61.8,13.5,8,69.0,1
Lionel M'Pasi N'Zau,Lionel M'Pasi N'Zau,DR Congo,GK,GK,Le Havre AC,Ligue 1,30,45.0,45.0,45.0,45.0,45.0,45.0,67,67.0,66.0,8,67.0,1
Abdukodir Khusanov,Abdukodir Khusanov,Uzbekistan,CB,CB,Manchester City,Premier League,21,85.0,39.0,59.0,64.0,77.0,76.0,77,66.2,8.0,8,77.0,1
Eldor Shomurodov,Eldor Shomurodov,Uzbekistan,ST,ST,Medipol Başakşehir FK,Süper Lig,30,79.0,71.0,64.0,75.0,40.0,66.0,74,68.0,7.75,8,74.0,1
Khusniddin Alikulov,Khusniddin Alikulov,Uzbekistan,CB,CB,Çaykur Rizespor,Süper Lig,26,63.0,33.0,48.0,49.0,69.0,69.0,68,56.0,11.5,8,68.0,1
Abbosbek Fayzullaev,Abbosbek Fayzullaev,Uzbekistan,CAM,CAM,Medipol Başakşehir FK,Süper Lig,21,65.0,62.0,67.0,66.0,48.0,53.0,65,66.19999999999999,10.0,8,65.0,1
Mukhammadali Urinboev,Mukhammadali Urinboev,Uzbekistan,RW,RW,Royal Antwerp FC,Pro League,20,60.0,68.0,62.0,66.0,31.0,52.0,63,62.4,13.5,8,63.0,1
Luis Fernando Díaz Marulanda,Luis Fernando Díaz Marulanda,Colombia,LM,LM,FC Bayern München,Bundesliga,28,88.0,81.0,76.0,87.0,45.0,75.0,85,79.6,12.75,52,85.0,1
Davinson Sánchez Mina,Davinson Sánchez Mina,Colombia,CB,CB,Galatasaray SK,Süper Lig,29,82.0,58.0,63.0,73.0,82.0,88.0,82,70.6,9.25,52,82.0,1
Duván Esteban Zapata Banguero,Duván Esteban Zapata Banguero,Colombia,ST,ST,Torino,Serie A,34,74.0,81.0,64.0,77.0,35.0,82.0,82,71.2,8.0,52,82.0,1
Daniel Muñoz Mejía,Daniel Muñoz Mejía,Colombia,RB,RB,Crystal Palace,Premier League,29,75.0,69.0,72.0,76.0,79.0,81.0,81,75.6,8.5,52,81.0,1
Richard Rios Montoya,Richard Rios Montoya,Colombia,CM,CM,SL Benfica,Primeira Liga,25,81.0,70.0,77.0,82.0,72.0,82.0,79,77.8,8.75,8,79.0,1
Jhon Jáder Durán Palacio,Jhon Jáder Durán Palacio,Colombia,ST,ST,Fenerbahçe SK,Süper Lig,21,81.0,81.0,63.0,75.0,32.0,80.0,79,69.4,6.5,8,79.0,1
Johan Andrés Mojica Palacio,Johan Andrés Mojica Palacio,Colombia,LB,LB,RCD Mallorca,La Liga,32,88.0,65.0,73.0,73.0,74.0,70.0,78,75.0,11.25,8,78.0,1
Cristian Daniel Arango Duque,Cristian Daniel Arango Duque,Colombia,ST,ST,San Jose Earthquakes,Major League Soccer,30,75.0,79.0,71.0,77.0,36.0,74.0,78,73.80000000000001,9.75,8,78.0,1
Juan Camilo Hernández Suárez,Juan Camilo Hernández Suárez,Colombia,ST,ST,Real Betis Balompié,La Liga,26,81.0,77.0,75.0,81.0,42.0,78.0,78,76.2,8.75,8,78.0,1
Jhon Adolfo Arias Andrade,Jhon Adolfo Arias Andrade,Colombia,RW,RW,Wolverhampton Wanderers,Premier League,27,85.0,75.0,74.0,79.0,42.0,68.0,78,75.6,8.75,8,78.0,1
Jefferson Andrés Lerma Solís,Jefferson Andrés Lerma Solís,Colombia,CDM,CDM,Crystal Palace,Premier League,30,68.0,71.0,70.0,74.0,76.0,79.0,77,72.8,11.5,8,77.0,1
Luis Javier Suárez Charris,Luis Javier Suárez Charris,Colombia,ST,ST,Sporting CP,Primeira Liga,27,83.0,77.0,66.0,75.0,38.0,78.0,77,70.4,7.75,30,77.0,1
Juan Fernando Quintero Paniagua,Juan Fernando Quintero Paniagua,Colombia,CAM,CAM,River Plate,Liga Profesional de Fútbol,32,62.0,76.0,79.0,81.0,41.0,54.0,77,78.2,12.25,30,77.0,1
Kevin Duván Castaño Gil,Kevin Duván Castaño Gil,Colombia,CM,CM,River Plate,Liga Profesional de Fútbol,24,76.0,68.0,76.0,76.0,72.0,75.0,77,76.4,10.5,8,77.0,1
Yerry Fernando Mina González,Yerry Fernando Mina González,Colombia,CB,CB,Cagliari,Serie A,30,34.0,50.0,52.0,55.0,77.0,84.0,77,62.0,9.75,30,77.0,1
Jhon Janer Lucumí Bonilla,Jhon Janer Lucumí Bonilla,Colombia,CB,CB,Bologna,Serie A,27,65.0,38.0,62.0,61.0,77.0,78.0,76,67.6,8.0,8,76.0,1
David Ospina Ramírez,David Ospina Ramírez,Colombia,GK,GK,Atlético Nacional,Categoría Primera A,36,45.0,45.0,45.0,45.0,45.0,45.0,76,76.0,76.25,30,76.0,1
Deiver Andrés Machado Mena,Deiver Andrés Machado Mena,Colombia,LB,LB,RC Lens,Ligue 1,31,84.0,69.0,71.0,76.0,71.0,76.0,76,73.0,12.0,8,76.0,1
Juan Guillermo Cuadrado Bello,Juan Guillermo Cuadrado Bello,Colombia,RM,RM,Pisa,Serie A,37,77.0,72.0,76.0,78.0,74.0,61.0,76,76.0,6.25,52,76.0,1
